customer_id,first_name,last_name,email,city,country,signup_date
C0038,Thomas,Johnson,thomas.johnson38@example.com,Prague,Czechia,2023-07-25
C0039,Charles,Garcia,charles.garcia39@example.com,Debrecen,Hungary,2024-04-28
C0040,John,Lopez,john.lopez40@example.com,Vienna,Austria,2024-07-26
C0041,Karen,Wilson,karen.wilson41@example.com,Debrecen,Hungary,2023-10-24
C0042,William,Taylor,william.taylor42@example.com,Szeged,Hungary,2023-05-02
C0043,Michael,Smith,michael.smith43@example.com,Budapest,Hungary,2023-03-07
C0044,Jessica,Anderson,jessica.anderson44@example.com,Bratislava,Slovakia,2023-12-04
C0045,Joseph,Brown,joseph.brown45@example.com,Warsaw,Poland,2024-01-01
C0046,Charles,Brown,charles.brown46@example.com,Debrecen,Hungary,2024-05-23
C0047,Elizabeth,Rodriguez,elizabeth.rodriguez47@example.com,Kecskemét,Hungary,2023-10-06
C0048,Robert,Miller,robert.miller48@example.com,Bratislava,Slovakia,2024-04-05
C0049,Richard,Davis,richard.davis49@example.com,Warsaw,Poland,2023-03-05
C0050,Michael,Williams,michael.williams50@example.com,Szeged,Hungary,2024-12-03
C0051,Linda,Jackson,linda.jackson51@example.com,Debrecen,Hungary,2024-05-25
C0052,Elizabeth,Garcia,elizabeth.garcia52@example.com,Prague,Czechia,2024-12-08
C0053,Jennifer,Thomas,jennifer.thomas53@example.com,Szeged,Hungary,2024-06-07
C0054,Jessica,Rodriguez,jessica.rodriguez54@example.com,Bratislava,Slovakia,2023-07-18
C0055,Mary,Johnson,mary.johnson55@example.com,Debrecen,Hungary,2024-10-20
C0056,John,Martinez,john.martinez56@example.com,Bratislava,Slovakia,2023-05-28
C0057,Joseph,Miller,joseph.miller57@example.com,Prague,Czechia,2024-02-27
C0058,David,Brown,david.brown58@example.com,Debrecen,Hungary,2024-09-17
C0059,James,Thomas,james.thomas59@example.com,Debrecen,Hungary,2024-06-09
C0060,Susan,Rodriguez,susan.rodriguez60@example.com,Szeged,Hungary,2024-04-02
C0061,John,Lopez,john.lopez61@example.com,Budapest,Hungary,2024-04-19
C0062,Richard,Johnson,richard.johnson62@example.com,Prague,Czechia,2023-10-31
C0063,Jessica,Smith,jessica.smith63@example.com,Kecskemét,Hungary,2023-12-27
C0064,Patricia,Miller,patricia.miller64@example.com,Bratislava,Slovakia,2023-04-16
C0065,Susan,Williams,susan.williams65@example.com,Kecskemét,Hungary,2024-03-04
C0066,Jessica,Brown,jessica.brown66@example.com,Szeged,Hungary,2024-11-06
C0067,Karen,Lopez,karen.lopez67@example.com,Debrecen,Hungary,2023-09-11
C0068,Richard,Lopez,richard.lopez68@example.com,Szeged,Hungary,2023-01-17
C0069,Patricia,Martin,patricia.martin69@example.com,Debrecen,Hungary,2023-12-19
C0070,Elizabeth,Thomas,elizabeth.thomas70@example.com,Budapest,Hungary,2023-03-02
C0071,Jennifer,Martinez,jennifer.martinez71@example.com,Bratislava,Slovakia,2023-12-25
C0072,William,Jackson,william.jackson72@example.com,Kecskemét,Hungary,2024-02-22
C0073,David,Martinez,david.martinez73@example.com,Prague,Czechia,2023-07-14
C0074,Karen,Miller,karen.miller74@example.com,Vienna,Austria,2024-01-16
C0075,Thomas,Rodriguez,thomas.rodriguez75@example.com,Szeged,Hungary,2023-01-16
C0076,Linda,Taylor,linda.taylor76@example.com,Budapest,Hungary,2024-10-16
C0077,David,Williams,david.williams77@example.com,Szeged,Hungary,2024-02-09
C0078,Michael,Williams,michael.williams78@example.com,Bratislava,Slovakia,2024-05-05
C0079,John,Garcia,john.garcia79@example.com,Kecskemét,Hungary,2024-04-26
C0080,Joseph,Anderson,joseph.anderson80@example.com,Warsaw,Poland,2024-07-15
C0081,Michael,Williams,michael.williams81@example.com,Vienna,Austria,2024-10-30
C0082,Karen,Jones,karen.jones82@example.com,Kecskemét,Hungary,2023-01-28
C0083,John,Lopez,john.lopez83@example.com,Vienna,Austria,2023-09-28
C0084,Michael,Taylor,,Debrecen,Hungary,2024-08-13
C0085,Karen,Miller,karen.miller85@example.com,Kecskemét,Hungary,2024-11-26
C0086,Richard,Garcia,richard.garcia86@example.com,Vienna,Austria,2024-01-11
C0087,Charles,Garcia,charles.garcia87@example.com,Warsaw,Poland,2024-11-14
C0088,Patricia,Brown,patricia.brown88@example.com,Vienna,Austria,2023-02-02
C0089,Jennifer,Rodriguez,jennifer.rodriguez89@example.com,Warsaw,Poland,2024-12-25
C0090,Patricia,Moore,patricia.moore90@example.com,Budapest,Hungary,2024-06-30
C0091,Thomas,Moore,thomas.moore91@example.com,Kecskemét,Hungary,2024-10-14
C0092,John,Hernandez,john.hernandez92@example.com,Debrecen,Hungary,2023-08-19
C0093,James,Thomas,james.thomas93@example.com,Szeged,Hungary,2024-04-28
C0094,William,Davis,william.davis94@example.com,Warsaw,Poland,2023-03-10
C0095,Joseph,Anderson,joseph.anderson95@example.com,Debrecen,Hungary,2023-07-11
C0096,James,Jackson,james.jackson96@example.com,Warsaw,Poland,2023-06-25
C0097,James,Williams,james.williams97@example.com,Budapest,Hungary,2024-08-29
C0098,Sarah,Brown,sarah.brown98@example.com,Bratislava,Slovakia,2023-05-11
C0099,Linda,Lopez,linda.lopez99@example.com,Bratislava,Slovakia,2024-09-30
C0100,James,Brown,james.brown100@example.com,Szeged,Hungary,2023-08-15
C0101,Karen,Thomas,karen.thomas101@example.com,Szeged,Hungary,2024-12-10
C0102,Elizabeth,Hernandez,elizabeth.hernandez102@example.com,Debrecen,Hungary,2023-04-16
C0103,Charles,Smith,charles.smith103@example.com,Kecskemét,Hungary,2023-06-17
C0104,Jennifer,Williams,jennifer.williams104@example.com,Budapest,Hungary,2024-05-09
C0105,Karen,Williams,karen.williams105@example.com,Szeged,Hungary,2024-01-05
C0106,Charles,Wilson,charles.wilson106@example.com,Prague,Czechia,2024-02-29
C0107,William,Brown,william.brown107@example.com,Prague,Czechia,2024-08-10
C0108,James,Anderson,james.anderson108@example.com,Budapest,Hungary,2024-06-23
C0109,Thomas,Williams,thomas.williams109@example.com,Debrecen,Hungary,2023-04-01
C0110,Barbara,Jackson,barbara.jackson110@example.com,Budapest,Hungary,2023-10-18
C0111,Karen,Miller,karen.miller111@example.com,Kecskemét,Hungary,2023-12-23
C0112,David,Wilson,david.wilson112@example.com,Szeged,Hungary,2024-11-28
C0113,David,Garcia,david.garcia113@example.com,Warsaw,Poland,2024-11-06
C0114,Elizabeth,Smith,elizabeth.smith114@example.com,Vienna,Austria,2024-02-10
C0115,John,Gonzalez,john.gonzalez115@example.com,Prague,Czechia,2023-03-19
C0116,Joseph,Williams,joseph.williams116@example.com,Bratislava,Slovakia,2023-11-02
C0117,James,Martin,james.martin117@example.com,Kecskemét,Hungary,2024-03-11
C0118,Patricia,Jackson,patricia.jackson118@example.com,Bratislava,Slovakia,2024-08-10
C0119,William,Martinez,william.martinez119@example.com,Bratislava,Slovakia,2024-07-26
C0120,Thomas,Smith,thomas.smith120@example.com,Bratislava,Slovakia,2023-03-21
C0121,Jennifer,Taylor,jennifer.taylor121@example.com,Szeged,Hungary,2024-08-04
C0122,Elizabeth,Jones,elizabeth.jones122@example.com,Szeged,Hungary,2024-01-23
C0123,Jessica,Gonzalez,jessica.gonzalez123@example.com,Warsaw,Poland,2024-09-25
C0124,Jessica,Gonzalez,jessica.gonzalez124@example.com,Szeged,Hungary,2023-10-29
C0125,John,Davis,john.davis125@example.com,Warsaw,Poland,2023-11-07
C0126,John,Wilson,john.wilson126@example.com,Warsaw,Poland,2024-09-25
C0127,Jennifer,Martinez,jennifer.martinez127@example.com,Vienna,Austria,2023-06-30
C0128,Jennifer,Jones,jennifer.jones128@example.com,Warsaw,Poland,2024-06-28
C0129,Thomas,Taylor,thomas.taylor129@example.com,Warsaw,Poland,2023-03-18
C0130,Sarah,Johnson,sarah.johnson130@example.com,Debrecen,Hungary,2024-03-09
C0131,Linda,Williams,linda.williams131@example.com,Kecskemét,Hungary,2024-08-25
C0132,Michael,Miller,michael.miller132@example.com,Warsaw,Poland,2023-04-16
C0133,Charles,Jackson,charles.jackson133@example.com,Vienna,Austria,2023-05-01
C0134,Patricia,Garcia,patricia.garcia134@example.com,Vienna,Austria,2023-04-23
C0135,Elizabeth,Williams,elizabeth.williams135@example.com,Vienna,Austria,2023-01-16
C0136,Joseph,Johnson,joseph.johnson136@example.com,Kecskemét,Hungary,2023-05-08
C0137,Thomas,Johnson,thomas.johnson137@example.com,Debrecen,Hungary,2024-03-07
C0138,David,Wilson,david.wilson138@example.com,Prague,Czechia,2023-10-15
C0139,Thomas,Miller,thomas.miller139@example.com,Warsaw,Poland,2024-01-04
C0140,Joseph,Moore,joseph.moore140@example.com,Prague,Czechia,2024-09-13
C0141,David,Smith,david.smith141@example.com,Debrecen,Hungary,2023-05-13
C0142,Sarah,Jones,sarah.jones142@example.com,Kecskemét,Hungary,2023-07-02
C0143,Richard,Lopez,richard.lopez143@example.com,Warsaw,Poland,2023-10-31
C0144,Jennifer,Smith,jennifer.smith144@example.com,Budapest,Hungary,2023-09-30
C0145,Charles,Hernandez,charles.hernandez145@example.com,Warsaw,Poland,2023-03-16
C0146,Mary,Taylor,mary.taylor146@example.com,Budapest,Hungary,2023-02-07
C0147,William,Jackson,william.jackson147@example.com,Bratislava,Slovakia,2023-03-14
C0148,Thomas,Taylor,thomas.taylor148@example.com,Prague,Czechia,2024-10-20
C0149,Robert,Martin,robert.martin149@example.com,Szeged,Hungary,2024-08-08
C0150,Barbara,Thomas,barbara.thomas150@example.com,Bratislava,Slovakia,2024-04-14
C0151,Richard,Thomas,richard.thomas151@example.com,Bratislava,Slovakia,2023-04-09
C0152,Thomas,Hernandez,thomas.hernandez152@example.com,Szeged,Hungary,2024-01-11
C0153,Karen,Moore,karen.moore153@example.com,Prague,Czechia,2023-12-04
C0154,Jessica,Davis,jessica.davis154@example.com,Bratislava,Slovakia,2024-04-11
C0155,Robert,Garcia,robert.garcia155@example.com,Budapest,Hungary,2023-04-13
C0156,William,Martinez,william.martinez156@example.com,Kecskemét,Hungary,2023-11-01
C0157,Richard,Jones,richard.jones157@example.com,Szeged,Hungary,2023-09-26
C0158,David,Davis,david.davis158@example.com,Bratislava,Slovakia,2023-08-28
C0159,William,Davis,william.davis159@example.com,Kecskemét,Hungary,2024-05-15
C0160,Robert,Garcia,robert.garcia160@example.com,Prague,Czechia,2024-11-23
C0161,Susan,Jackson,susan.jackson161@example.com,Prague,Czechia,2023-12-18
C0162,Jessica,Miller,jessica.miller162@example.com,Debrecen,Hungary,2024-01-26
C0163,Karen,Taylor,karen.taylor163@example.com,Debrecen,Hungary,2024-04-21
C0164,Robert,Taylor,robert.taylor164@example.com,Vienna,Austria,2024-01-24
C0165,Jessica,Gonzalez,jessica.gonzalez165@example.com,Budapest,Hungary,2023-07-30
C0166,Patricia,Anderson,patricia.anderson166@example.com,Budapest,Hungary,2023-05-28
C0167,Barbara,Wilson,barbara.wilson167@example.com,Vienna,Austria,2024-09-20
C0168,Charles,Williams,charles.williams168@example.com,Warsaw,Poland,2024-03-24
C0169,Richard,Johnson,richard.johnson169@example.com,Vienna,Austria,2024-06-13
C0170,Barbara,Johnson,barbara.johnson170@example.com,Vienna,Austria,2024-11-14
C0171,Joseph,Williams,joseph.williams171@example.com,Warsaw,Poland,2024-11-30
C0172,Patricia,Taylor,patricia.taylor172@example.com,Debrecen,Hungary,2024-03-09
C0173,William,Thomas,william.thomas173@example.com,Warsaw,Poland,2024-08-03
C0174,Charles,Jackson,charles.jackson174@example.com,Budapest,Hungary,2023-07-04
C0175,Joseph,Lopez,joseph.lopez175@example.com,Budapest,Hungary,2023-03-11
C0176,David,Gonzalez,david.gonzalez176@example.com,Kecskemét,Hungary,2023-05-06
C0177,John,Lopez,john.lopez177@example.com,Budapest,Hungary,2024-02-22
C0178,Elizabeth,Martinez,elizabeth.martinez178@example.com,Bratislava,Slovakia,2024-01-17
C0179,Joseph,Thomas,joseph.thomas179@example.com,Warsaw,Poland,2024-08-06
C0180,David,Martinez,david.martinez180@example.com,Kecskemét,Hungary,2024-03-13
C0181,John,Jackson,john.jackson181@example.com,Prague,Czechia,2023-03-29
C0182,Jessica,Williams,jessica.williams182@example.com,Bratislava,Slovakia,2023-03-06
C0183,Elizabeth,Wilson,elizabeth.wilson183@example.com,Bratislava,Slovakia,2023-11-02
C0184,Charles,Thomas,charles.thomas184@example.com,Kecskemét,Hungary,2024-05-04
C0185,Joseph,Miller,joseph.miller185@example.com,Bratislava,Slovakia,2024-10-17
C0186,Thomas,Thomas,thomas.thomas186@example.com,Bratislava,Slovakia,2023-07-17
C0187,Jessica,Davis,jessica.davis187@example.com,Vienna,Austria,2023-08-18
C0188,Michael,Brown,michael.brown188@example.com,Warsaw,Poland,2023-04-18
C0189,Mary,Jackson,mary.jackson189@example.com,Vienna,Austria,2023-11-16
C0190,Joseph,Davis,joseph.davis190@example.com,Kecskemét,Hungary,2024-06-16
C0191,Patricia,Lopez,patricia.lopez191@example.com,Warsaw,Poland,2024-11-14
C0192,Linda,Thomas,,Vienna,Austria,2023-12-16
C0193,John,Davis,john.davis193@example.com,Bratislava,Slovakia,2024-12-21
C0194,James,Anderson,james.anderson194@example.com,Prague,Czechia,2024-11-25
C0195,William,Williams,william.williams195@example.com,Szeged,Hungary,2024-09-12
C0196,Sarah,Gonzalez,sarah.gonzalez196@example.com,Budapest,Hungary,2023-03-31
C0197,Elizabeth,Lopez,elizabeth.lopez197@example.com,Budapest,Hungary,2024-05-15
C0198,David,Smith,david.smith198@example.com,Budapest,Hungary,2023-11-28
C0199,Joseph,Taylor,joseph.taylor199@example.com,Debrecen,Hungary,2023-08-04
C0200,Karen,Martinez,karen.martinez200@example.com,Szeged,Hungary,2023-11-19
C0201,James,Miller,james.miller201@example.com,Vienna,Austria,2024-11-01
C0202,Joseph,Thomas,joseph.thomas202@example.com,Vienna,Austria,2023-03-22
C0203,Linda,Martin,linda.martin203@example.com,Budapest,Hungary,2024-10-03
C0204,Susan,Garcia,susan.garcia204@example.com,Prague,Czechia,2024-09-02
C0205,James,Williams,james.williams205@example.com,Bratislava,Slovakia,2024-12-30
C0206,James,Wilson,james.wilson206@example.com,Kecskemét,Hungary,2024-04-19
C0207,Richard,Johnson,richard.johnson207@example.com,Bratislava,Slovakia,2024-10-16
C0208,Sarah,Smith,sarah.smith208@example.com,Kecskemét,Hungary,2023-06-25
C0209,Elizabeth,Williams,elizabeth.williams209@example.com,Prague,Czechia,2024-07-21
C0210,Thomas,Brown,thomas.brown210@example.com,Budapest,Hungary,2024-10-26
C0211,Jennifer,Wilson,jennifer.wilson211@example.com,Warsaw,Poland,2023-01-27
C0212,James,Smith,james.smith212@example.com,Kecskemét,Hungary,2023-02-07
C0213,Thomas,Gonzalez,thomas.gonzalez213@example.com,Warsaw,Poland,2024-08-08
C0214,Karen,Jones,karen.jones214@example.com,Szeged,Hungary,2024-09-12
C0215,Robert,Johnson,robert.johnson215@example.com,Bratislava,Slovakia,2024-08-07
C0216,Karen,Jackson,karen.jackson216@example.com,Budapest,Hungary,2024-07-17
C0217,Thomas,Wilson,thomas.wilson217@example.com,Prague,Czechia,2024-09-03
C0218,William,Smith,william.smith218@example.com,Debrecen,Hungary,2023-05-28
C0219,John,Williams,john.williams219@example.com,Bratislava,Slovakia,2024-01-04
C0220,David,Anderson,david.anderson220@example.com,Vienna,Austria,2024-04-04
C0221,Mary,Moore,mary.moore221@example.com,Debrecen,Hungary,2023-04-24
C0222,Thomas,Anderson,thomas.anderson222@example.com,Budapest,Hungary,2023-05-21
C0223,James,Garcia,james.garcia223@example.com,Budapest,Hungary,2024-06-02
C0224,David,Martin,david.martin224@example.com,Bratislava,Slovakia,2024-03-22
C0225,David,Johnson,david.johnson225@example.com,Budapest,Hungary,2024-03-25
C0226,James,Smith,james.smith226@example.com,Kecskemét,Hungary,2024-10-07
C0227,Elizabeth,Anderson,elizabeth.anderson227@example.com,Debrecen,Hungary,2023-05-07
C0228,Linda,Johnson,linda.johnson228@example.com,Prague,Czechia,2023-05-14
C0229,Linda,Martin,linda.martin229@example.com,Vienna,Austria,2023-12-01
C0230,David,Thomas,david.thomas230@example.com,Szeged,Hungary,2024-04-09
C0231,Sarah,Lopez,sarah.lopez231@example.com,Debrecen,Hungary,2023-04-16
C0232,Robert,Jackson,robert.jackson232@example.com,Vienna,Austria,2023-08-08
C0233,William,Lopez,william.lopez233@example.com,Vienna,Austria,2024-05-25
C0234,Jennifer,Gonzalez,jennifer.gonzalez234@example.com,Debrecen,Hungary,2024-11-17
C0235,Patricia,Williams,patricia.williams235@example.com,Debrecen,Hungary,2024-01-07
C0236,Susan,Rodriguez,susan.rodriguez236@example.com,Warsaw,Poland,2023-12-13
C0237,John,Williams,john.williams237@example.com,Warsaw,Poland,2023-04-08
C0238,Charles,Garcia,charles.garcia238@example.com,Budapest,Hungary,2023-08-11
C0239,Richard,Rodriguez,richard.rodriguez239@example.com,Prague,Czechia,2024-03-22
C0240,William,Gonzalez,william.gonzalez240@example.com,Warsaw,Poland,2023-10-28
C0241,Patricia,Rodriguez,patricia.rodriguez241@example.com,Prague,Czechia,2023-06-08
C0242,Charles,Lopez,charles.lopez242@example.com,Vienna,Austria,2023-08-20
C0243,Charles,Smith,charles.smith243@example.com,Szeged,Hungary,2023-11-02
C0244,Elizabeth,Martinez,elizabeth.martinez244@example.com,Kecskemét,Hungary,2023-06-14
C0245,Mary,Lopez,mary.lopez245@example.com,Szeged,Hungary,2024-02-18
C0246,Barbara,Anderson,barbara.anderson246@example.com,Vienna,Austria,2024-04-18
C0247,Barbara,Wilson,barbara.wilson247@example.com,Vienna,Austria,2023-08-19
C0248,Robert,Thomas,robert.thomas248@example.com,Szeged,Hungary,2024-02-05
C0249,Patricia,Rodriguez,patricia.rodriguez249@example.com,Vienna,Austria,2024-04-01
C0250,David,Davis,david.davis250@example.com,Warsaw,Poland,2024-01-10
